ST,NG-STAR_CC
5276,Ungroupable
5277,2655
5278,84
5279,Ungroupable
5280,20
5281,Ungroupable
5282,2726
5283,158
5284,1615
5285,1124
5286,127
5287,467
5288,845
5289,1969
5290,427
5291,1340
5292,1660
5293,168
5294,2655
5295,539
5296,436
5297,2148
5298,213
5299,1615
5300,2148
5301,427
5302,3035
5303,1869
5304,1615
5305,63
5306,1340
5307,1340
5308,38
5309,3311
5310,2655
5311,190
5312,1400
5313,63
5314,1615
5315,1869
5316,426
5317,1615
5318,442
5319,213
5320,1124
5321,20
5322,501
5323,1898
5324,1202
5325,1124
5326,3420
5327,1340
5328,1340
5329,3420
5330,20
5331,539
5332,63
5333,247
5334,1660
5335,309
5336,127
5337,1615
5338,1449
5339,1660
5340,2148
5341,1387
5342,1387
5343,1387
5344,3420
5345,442
5346,1115
5347,17
5348,4936
5349,1115
5350,1458
5351,1958
5352,Ungroupable
5353,2246
5354,309
5355,1096
5356,63
5357,199
5358,2148
5359,1660
5360,Ungroupable
5362,4392
5363,309
5364,2429
5365,168
5366,3043
5367,2018
5368,4353
5369,1662
5370,309
5371,6696
5372,1124
5373,416
5374,Ungroupable
5375,1660
5376,1118
5377,436
5378,520
5379,84
5380,2655
5381,719
5382,442
5383,213
5384,3409
5385,7319
5386,1660
5387,2906
5388,3901
5389,2206
5390,1203
5391,719
5392,6817
5393,168
5394,5375
5395,1340
5396,213
5397,517
5398,1216
5399,1061
5400,426
5401,3420
5402,428
5403,2885
5404,1615
5405,1151
5406,1143
5407,427
5408,199
5409,2431
5410,90
5411,2431
5412,343
5413,1869
5414,1387
5415,2885
5416,719
5417,1518
5418,Ungroupable
5419,5780
5420,442
5421,1400
5422,6443
5423,1387
5424,4392
5425,182
5426,20
5427,1135
5428,432
5429,1387
5430,352
5431,1958
5432,1400
5433,3099
5434,1869
5435,433
5436,309
5437,442
5438,442
5439,1660
5440,63
5441,168
5442,1869
5443,3574
5444,845
5445,301
5446,301
5447,63
5448,168
5449,90
5450,199
5451,1387
5453,213
5454,1271
5455,426
5456,6945
5457,638
5458,2148
5459,213
5460,63
5461,158
5462,63
5463,845
5464,1818
5465,5536
5466,1340
5467,1124
5468,1124
5469,1340
5470,2148
5471,1615
5472,1969
5473,1387
5474,213
5475,1615
5476,2655
5477,2655
5478,1887
5479,520
5480,63
5481,4529
5482,1340
5483,1340
5484,168
5485,168
5486,1615
5487,638
5488,1124
5489,1362
5490,213
5491,520
5492,1819
5493,1387
5494,193
5495,1869
5496,301
5497,442
5498,6992
5499,2047
5500,442
5501,442
5502,754
5503,63
5504,7319
5505,3333
5506,2206
5507,231
5508,1771
5509,754
5510,1645
5511,Ungroupable
5512,577
5513,1958
5514,427
5515,427
5516,63
5517,426
5518,1220
5519,719
5520,428
5521,Ungroupable
5522,4874
5523,1804
5524,1340
5525,567
5526,719
5527,427
5528,1340
5529,2880
5530,567
5531,231
5532,199
5533,1124
5534,2359
5535,199
5536,199
5537,199
5538,3311
5539,1632
5540,Ungroupable
5541,427
5542,Ungroupable
5543,567
5544,845
5545,2148
5546,426
5547,1615
5548,436
5549,348
5550,5323
5551,436
5552,2206
5553,1179
5554,1143
5555,90
5556,2473
5557,5793
5558,233
5559,4903
5560,2473
5561,151
5562,1660
5563,1124
5564,1124
5565,1387
5566,1124
5567,6028
5568,3420
5569,90
5570,301
5571,442
5572,1749
5573,1869
5574,442
5575,1319
5576,158
5577,1271
5578,1271
5579,639
5580,638
5581,1749
5582,309
5583,517
5584,5584
5585,1054
5586,625
5587,7319
5588,5527
5589,1061
5590,178
5591,2473
5592,428
5593,6696
5594,1387
5595,158
5596,Ungroupable
5597,1645
5598,1615
5599,1869
5600,1818
5601,1958
5602,352
5603,426
5604,436
5605,4757
5606,455
5607,719
5608,5608
5609,5609
5610,Ungroupable
5611,719
5612,309
5613,5639
5614,1958
5615,309
5616,4757
5617,5608
5618,4757
5619,719
5620,4757
5621,719
5622,719
5623,3574
5624,1632
5625,1958
5626,1641
5627,719
5628,719
5629,4713
5630,4757
5631,719
5632,343
5633,2057
5634,719
5635,309
5636,Ungroupable
5637,1660
5638,2057
5639,3596
5640,2537
5641,4718
5642,719
5643,6857
5644,7499
5645,158
5646,3420
5647,1660
5648,2351
5649,127
5650,168
5651,209
5652,719
5653,6652
5654,2359
5655,436
5656,264
5657,2359
5658,Ungroupable
5659,2473
5660,233
5661,Ungroupable
5662,2148
5663,1958
5664,6839
5665,5195
5666,719
5667,567
5668,1223
5669,1054
5670,Ungroupable
5671,1054
5672,719
5673,958
5674,958
5675,958
5676,719
5677,3574
5678,4757
5679,958
5680,1641
5681,352
5682,Ungroupable
5683,1238
5684,433
5685,442
5686,231
5687,Ungroupable
5688,1676
5689,211
5690,5508
5691,Ungroupable
5692,1660
5693,427
5694,Ungroupable
5695,1958
5696,17
5697,288
5698,352
5699,301
5700,1645
5701,520
5702,190
5703,1645
5704,1115
5705,1115
5706,1115
5707,42
5708,893
5709,1645
5710,1958
5711,311
5712,1958
5713,3018
5714,5527
5715,Ungroupable
5716,719
5717,1645
5718,1958
5719,1115
5720,352
5721,1645
5722,42
5723,182
5724,645
5725,1115
5726,213
5727,1615
5728,1615
5729,1615
5730,501
5731,427
5732,2148
5733,4842
5734,90
5735,1958
5736,158
5737,2885
5738,182
5739,845
5740,1869
5741,3866
5742,213
5743,442
5744,63
5745,442
5746,168
5747,1615
5748,4825
5749,1387
5750,427
5751,3901
5752,1869
5753,2041
5754,893
5755,2209
5756,477
5757,1615
5758,5758
5759,2431
5760,1615
5761,151
5762,2431
5763,2148
5764,348
5765,26
5766,63
5767,38
5768,38
5769,Ungroupable
5770,433
5771,352
5772,567
5773,7313
5774,370
5775,567
5776,190
5777,90
5778,90
5779,1660
5780,426
5781,1615
5782,136
5783,158
5784,1615
5785,2655
5786,248
5787,2655
5788,231
5789,6987
5790,1869
5791,5285
5792,307
5793,5793
5794,1400
5795,5513
5796,1641
5797,348
5798,199
5799,7567
5800,436
5801,2655
5802,178
5803,5262
5804,5804
5805,311
5806,958
5807,1115
5808,352
5809,1586
5810,1115
5811,1124
5812,2148
5813,199
5814,199
5815,1179
5816,1698
5817,1958
5818,1632
5819,1362
5820,1362
5821,427
5822,309
5823,1271
5824,1603
5825,2958
5826,2885
5827,1615
5828,1061
5829,309
5830,3348
5831,5817
5832,1660
5833,3333
5834,233
5835,1143
5836,1143
5837,233
5838,426
5839,5375
5840,1124
5841,1124
5842,233
5843,250
5844,719
5845,199
5846,Ungroupable
5847,1696
5848,2260
5849,719
5850,2880
5851,Ungroupable
5852,199
5853,Ungroupable
5854,Ungroupable
5855,5879
5856,158
5857,5375
5858,567
5859,1869
5860,1925
5861,199
5862,199
5863,199
5864,2473
5865,1660
5866,158
5867,Ungroupable
5868,3311
5869,199
5870,497
5871,1266
5872,5375
5873,319
5874,1143
5875,73
5876,3420
5877,436
5878,1143
5879,1676
5880,Ungroupable
5881,1696
5882,5879
5883,1124
5884,233
5885,2473
5886,5863
5887,1387
5888,436
5889,1660
5890,233
5891,Ungroupable
5892,4520
5893,464
5894,1340
5895,199
5896,1124
5897,199
5898,497
5899,90
5900,1660
5901,428
5902,6892
5903,497
5904,90
5905,5863
5906,1236
5907,5879
5908,25
5909,2848
5910,2070
5911,348
5912,4826
5913,3333
5914,719
5915,Ungroupable
5916,719
5917,1124
5918,348
5919,127
5920,1387
5921,213
5922,301
5923,2359
5924,63
5925,139
5926,442
5927,1615
5928,Ungroupable
5929,2148
5930,1362
5931,Ungroupable
5932,433
5933,426
5934,1925
5935,433
5936,5804
5937,5804
5938,38
5939,436
5940,1487
5941,1869
5942,426
5943,427
5944,348
5945,875
5946,1660
5947,427
5948,1387
5949,2712
5950,5804
5951,875
5952,168
5953,307
5954,2655
5955,Ungroupable
5956,1124
5957,1660
5958,1771
5959,5817
5960,Ungroupable
5961,309
5962,1271
5963,1271
5964,1362
5965,2336
5966,3293
5967,497
5968,2281
5969,2473
5970,1143
5971,1143
5972,1118
5973,1143
5974,199
5975,Ungroupable
5976,2473
5977,2473
5978,Ungroupable
5979,3336
5980,127
5981,139
5982,199
5983,127
5984,221
5985,221
5986,199
5987,199
5988,199
5989,127
5990,2804
5991,199
5992,428
5993,208
5994,1143
5995,2473
5996,5995
5997,1143
5998,309
5999,127
6000,127
6001,Ungroupable
6002,127
6003,497
6004,37
6005,2336
6006,199
6007,428
6008,1698
6009,Ungroupable
6010,199
6011,2778
6012,233
6013,199
6014,428
6015,1143
6016,1124
6017,1124
6018,1696
6019,221
6020,90
6021,221
6022,4300
6023,1143
6024,90
6025,2467
6026,2351
6027,428
6028,436
6029,1143
6030,Ungroupable
6031,1143
6032,1143
6033,309
6034,38
6035,1143
6036,348
6037,Ungroupable
6038,5609
6039,281
6040,Ungroupable
6041,1615
6042,2473
6043,719
6044,436
6045,1869
6046,233
6047,1271
6048,719
6049,2148
6050,442
6051,442
6052,168
6053,1660
6054,73
6055,5092
6056,3977
6057,7044
6058,3099
6059,211
6060,3574
6061,301
6062,5817
6063,5817
6064,213
6065,1234
6066,1124
6067,1340
6068,1615
6069,Ungroupable
6070,2655
6071,309
6072,1869
6073,63
6074,63
6075,2538
6076,436
6077,719
6078,127
6079,442
6080,1124
6081,127
6082,1340
6083,2431
6084,190
6085,2655
6086,2206
6087,20
6088,1615
6089,63
6090,Ungroupable
6091,3420
6092,719
6093,Ungroupable
6094,1340
6095,2148
6096,1615
6097,1387
6098,2655
6099,1615
6100,1660
6101,63
6102,719
6103,1660
6104,5146
6105,1387
6106,2148
6107,1615
6108,1615
6109,2655
6110,2655
6111,719
6112,1615
6113,53
6114,309
6115,1869
6116,1615
6117,1615
6118,1958
6119,193
6120,442
6121,63
6122,1124
6123,2289
6124,1615
6125,1124
6126,433
6127,1634
6128,2655
6129,1468
6130,4980
6131,Ungroupable
6132,4422
6133,426
6134,1615
6135,3043
6136,1869
6137,6825
6138,2206
6139,352
6140,352
6141,4529
6142,2148
6143,63
6144,2655
6145,1615
6146,1124
6147,348
6148,1898
6149,1392
6150,1124
6151,233
6152,2991
6153,6160
6154,4903
6155,719
6156,1223
6157,348
6158,1143
6159,1143
6160,90
6161,Ungroupable
6162,2473
6163,194
6164,199
6165,20
6166,63
6167,301
6168,442
6169,6169
6170,6169
6171,63
6172,55
6173,55
6174,442
6175,845
6176,442
6177,55
6178,63
6179,442
6180,442
6181,754
6182,63
6183,301
6184,1627
6185,63
6186,442
6187,63
6188,63
6189,1615
6190,6804
6191,301
6192,231
6193,719
6194,231
6195,1804
6196,2209
6197,38
6198,231
6199,1627
6200,2041
6201,719
6202,1627
6203,1958
6204,1958
6205,1958
6206,1054
6207,2209
6208,1675
6209,426
6210,178
6211,2088
6212,6277
6213,2209
6214,190
6215,352
6216,5817
6217,1271
6218,73
6219,2041
6220,427
6221,719
6222,1529
6223,1958
6224,442
6225,231
6226,63
6227,719
6228,719
6229,63
6230,127
6231,6234
6232,281
6233,281
6234,142
6235,311
6236,129
6237,127
6238,2148
6239,127
6240,127
6241,199
6242,127
6243,267
6244,539
6245,1387
6246,1400
6247,Ungroupable
6248,3035
6249,Ungroupable
6250,4005
6251,38
6252,1054
6253,5585
6254,63
6255,38
6256,442
6257,63
6258,142
6259,3035
6260,1400
6261,142
6262,958
6263,284
6264,1054
6265,63
6266,90
6267,442
6268,127
6269,127
6270,151
6271,274
6272,Ungroupable
6273,38
6274,1362
6275,1362
6276,1362
6277,38
6278,352
6279,352
6280,178
6281,3165
6282,178
6283,142
6284,301
6285,419
6286,1400
6287,3043
6288,2482
6289,428
6290,428
6291,501
6292,501
6293,309
6294,90
6295,7301
6296,1400
6297,248
6298,7301
6299,1096
6300,127
6301,309
6302,309
6303,309
6304,268
6305,190
6306,3035
6307,1308
6308,1659
6309,3043
6310,127
6311,90
6312,190
6313,239
6314,190
6315,90
6316,116
6317,90
6318,3165
6319,90
6320,158
6321,90
6322,90
6323,90
6324,90
6325,426
6326,1938
6327,1124
6328,90
6329,63
6330,158
6331,158
6332,158
6333,158
6334,158
6335,116
6336,20
6337,1400
6338,158
6339,63
6340,90
6341,1400
6342,6342
6343,137
6344,137
6345,Ungroupable
6346,90
6347,3043
6348,199
6349,3131
6350,168
6351,2655
6352,128
6353,178
6354,1400
6355,1615
6356,168
6357,Ungroupable
6358,1627
6359,2577
6360,1890
6361,1627
6362,1054
6363,1586
6364,1586
6365,7319
6366,1362
6367,958
6368,Ungroupable
6369,1603
6370,958
6371,3178
6372,1362
6373,1271
6374,1271
6375,1271
6376,4614
6377,1054
6378,1054
6379,1096
6380,4762
6381,4762
6382,Ungroupable
6383,4614
6384,7319
6385,1133
6386,233
6387,2148
6388,3732
6389,199
6390,1660
6391,1660
6392,2206
6393,55
6394,213
6395,1216
6396,436
6397,309
6398,213
6399,3165
6400,213
6401,436
6402,442
6403,432
6404,3734
6405,2657
6406,3043
6407,2148
6408,3165
6409,436
6410,158
6411,3035
6412,1387
6413,1387
6414,3165
6415,390
6416,3035
6417,90
6418,3043
6419,158
6420,175
6421,2148
6422,63
6423,3165
6424,102
6425,442
6426,436
6427,442
6428,436
6429,678
6430,63
6431,352
6432,3043
6433,301
6434,63
6435,3165
6436,1845
6437,7004
6438,199
6439,3043
6440,2958
6441,90
6442,213
6443,2778
6444,2778
6445,1617
6446,1845
6447,4005
6448,2148
6449,3043
6450,199
6451,301
6452,463
6453,520
6454,867
6455,3035
6456,127
6457,520
6458,845
6459,190
6460,3035
6461,63
6462,63
6463,1958
6464,158
6465,213
6466,3035
6467,190
6468,190
6469,520
6470,1615
6471,Ungroupable
6472,436
6473,1387
6474,719
6475,390
6476,63
6477,436
6478,1115
6479,178
6480,211
6481,213
6482,4528
6483,190
6484,436
6485,63
6486,73
6487,127
6488,1400
6489,190
6490,213
6491,1958
6492,1818
6493,309
6494,845
6495,190
6496,63
6497,3035
6498,3043
6499,151
6500,3043
6501,1139
6502,432
6503,1615
6504,3734
6505,309
6506,3734
6507,432
6508,432
6509,2778
6510,1387
6511,432
6512,190
6513,442
6514,238
6515,3018
6516,5323
6517,1387
6518,178
6519,4066
6520,395
6521,1266
6522,2657
6523,63
6524,1819
6525,3149
6526,151
6527,436
6528,426
6529,63
6530,309
6531,1124
6532,309
6533,1615
6534,199
6535,3043
6536,1340
6537,436
6538,Ungroupable
6539,307
6540,Ungroupable
6541,3018
6542,520
6543,3099
6544,Ungroupable
6545,436
6546,442
6547,1115
6548,436
6549,190
6550,264
6551,1387
6552,1124
6553,229
6554,1124
6555,2148
6556,2718
6557,1115
6558,2148
6559,213
6560,158
6561,1387
6562,678
6563,Ungroupable
6564,Ungroupable
6565,520
6566,678
6567,426
6568,436
6569,158
6570,190
6571,5513
6572,1387
6573,137
6574,1615
6575,1615
6576,436
6577,63
6578,442
6579,301
6580,520
6581,5513
6582,520
6583,422
6584,520
6585,1350
6586,55
6587,2148
6588,2885
6589,436
6590,1115
6591,158
6592,4485
6593,5513
6594,1387
6595,436
6596,213
6597,2148
6598,427
6599,3165
6600,1340
6601,309
6602,178
6603,352
6604,442
6605,Ungroupable
6606,2178
6607,5323
6608,893
6609,1387
6610,1400
6611,301
6612,1340
6613,432
6614,199
6615,213
6616,439
6617,3043
6618,1124
6619,38
6620,2148
6621,4959
6622,137
6623,1096
6624,1958
6625,432
6626,2976
6627,392
6628,2889
6629,213
6630,1340
6631,213
6632,2148
6633,4061
6634,63
6635,427
6636,63
6637,1124
6638,190
6639,199
6640,520
6641,719
6642,4061
6643,178
6644,Ungroupable
6645,436
6646,1387
6647,3165
6648,1958
6649,199
6650,845
6651,178
6652,309
6653,520
6654,719
6655,5262
6656,1340
6657,2202
6658,436
6659,1387
6660,178
6661,436
6662,426
6663,714
6664,301
6665,3126
6666,301
6667,427
6668,1615
6669,2655
6670,1958
6671,20
6672,2885
6673,1958
6674,3419
6675,231
6676,3100
6677,Ungroupable
6678,3548
6679,199
6680,38
6681,73
6682,427
6683,Ungroupable
6684,1698
6685,514
6686,199
6687,1615
6688,63
6689,497
6690,348
6691,7058
6692,719
6693,199
6694,719
6695,199
6696,6696
6697,271
6698,352
6699,1771
6700,6696
6701,6696
6702,6717
6703,1320
6704,4520
6705,409
6706,168
6707,6696
6708,6696
6709,1771
6710,3574
6711,6696
6712,Ungroupable
6713,6723
6714,3477
6715,Ungroupable
6716,6717
6717,5962
6718,2035
6719,Ungroupable
6720,1958
6721,Ungroupable
6722,53
6723,6696
6724,6696
6725,592
6726,625
6727,1202
6728,4114
6729,6696
6730,5004
6731,6696
6732,Ungroupable
6733,4520
6734,127
6735,1464
6736,1615
6737,714
6738,6696
6739,1634
6740,6696
6741,6696
6742,488
6743,348
6744,845
6745,3952
6746,2655
6747,301
6748,127
6749,348
6750,2467
6751,514
6752,719
6753,352
6754,5375
6755,1818
6756,1124
6757,211
6758,90
6759,1818
6760,468
6761,6028
6762,6945
6763,3736
6764,1660
6765,211
6766,1615
6767,3419
6768,127
6769,1660
6770,4859
6771,4863
6772,348
6773,497
6774,199
6775,1696
6776,5526
6777,7397
6778,1124
6779,6696
6780,6028
6781,1124
6782,1124
6783,5817
6784,6904
6785,1340
6786,1124
6787,1340
6788,1340
6789,719
6790,1340
6791,719
6792,1340
6793,719
6794,442
6795,63
6796,63
6797,384
6798,3574
6799,3574
6800,7011
6801,6804
6802,4825
6803,1308
6804,1271
6805,3574
6806,63
6807,3574
6808,63
6809,845
6810,442
6811,Ungroupable
6812,6804
6813,958
6814,4762
6815,5195
6816,4825
6817,4757
6818,4757
6819,1054
6820,6891
6821,958
6822,7319
6823,1623
6824,6824
6825,7319
6826,958
6827,352
6828,6827
6829,1958
6830,1771
6831,1139
6832,2473
6833,719
6834,Ungroupable
6835,455
6836,539
6837,1340
6838,1340
6839,5508
6840,1054
6841,1271
6842,455
6843,1586
6844,5508
6845,Ungroupable
6846,3456
6847,1586
6848,352
6849,1771
6850,1054
6851,352
6852,352
6853,1054
6854,1362
6855,1933
6856,162
6857,1362
6858,352
6859,1771
6860,212
6861,1662
6862,1890
6863,1958
6864,1958
6865,6696
6866,289
6867,463
6868,5508
6869,1021
6870,1586
6871,4012
6872,5508
6873,1890
6874,5508
6875,4960
6876,4960
6877,Ungroupable
6878,719
6879,3333
6880,309
6881,638
6882,352
6883,1632
6884,1632
6885,1632
6886,Ungroupable
6887,1632
6888,561
6889,309
6890,433
6891,7301
6892,1096
6893,309
6894,1662
6895,7319
6896,1284
6897,1319
6898,6696
6899,5817
6900,309
6901,1645
6902,309
6903,7319
6904,309
6905,1645
6906,719
6907,7301
6908,1271
6909,719
6910,1203
6911,719
6912,719
6913,1271
6914,1958
6915,719
6916,1958
6917,1271
6918,719
6919,1271
6920,2035
6921,1096
6922,455
6923,7004
6924,1271
6925,1627
6926,7397
6927,436
6928,2035
6929,719
6930,1627
6931,1271
6932,893
6933,1271
6934,4758
6935,1627
6936,427
6937,427
6938,4758
6939,1271
6940,1271
6941,1958
6942,1958
6943,5817
6944,427
6945,426
6946,719
6947,5817
6948,427
6949,5817
6950,5817
6951,6696
6952,719
6953,426
6954,719
6955,5817
6956,3574
6957,3596
6958,7326
6959,5212
6960,1835
6961,719
6962,1661
6963,1051
6964,719
6965,426
6966,5817
6967,1658
6968,719
6969,719
6970,719
6971,719
6972,1271
6973,719
6974,719
6975,719
6976,6967
6977,1771
6978,1958
6979,714
6980,719
6981,719
6982,3597
6983,719
6984,1627
6985,719
6986,426
6987,427
6988,1958
6989,1202
6990,6992
6991,1595
6992,6992
6993,4739
6994,719
6995,7011
6996,1595
6997,1839
6998,1958
6999,455
7000,190
7001,190
7002,4718
7003,1958
7004,190
7005,1654
7006,719
7007,1095
7008,442
7009,1586
7010,1586
7011,455
7012,1124
7013,309
7014,7013
7015,2482
7016,3333
7017,3333
7018,719
7019,Ungroupable
7020,719
7021,719
7022,719
7023,719
7024,2482
7025,1124
7026,427
7027,168
7028,2041
7029,20
7030,348
7031,5526
7032,Ungroupable
7033,2148
7034,436
7035,1340
7036,1061
7037,497
7038,186
7039,345
7040,501
7041,73
7042,501
7043,281
7044,199
7045,2336
7046,3789
7047,199
7048,73
7049,1392
7050,719
7051,Ungroupable
7052,199
7053,3789
7054,428
7055,958
7056,127
7057,470
7058,199
7059,1695
7060,1047
7061,428
7062,895
7063,501
7064,199
7065,2454
7066,1387
7067,1143
7068,1178
7069,2863
7070,199
7071,73
7072,1143
7073,38
7074,5793
7075,127
7076,2209
7077,Ungroupable
7078,199
7079,127
7080,199
7081,428
7082,127
7083,73
7084,38
7085,199
7086,497
7087,Ungroupable
7088,428
7089,199
7090,199
7091,309
7092,221
7093,2473
7094,2433
7095,199
7096,127
7097,221
7098,38
7099,73
7100,38
7101,199
7102,2499
7103,4392
7104,2148
7105,301
7106,1887
7107,5817
7108,719
7109,958
7110,Ungroupable
7111,7319
7112,17
7113,63
7114,3420
7115,3420
7116,3333
7117,1179
7118,3293
7119,5793
7120,Ungroupable
7121,5285
7122,3333
7123,1818
7124,2712
7125,2206
7126,1660
7127,3099
7128,1615
7129,436
7130,7034
7131,213
7132,433
7133,63
7134,1660
7135,3597
7136,3035
7137,6884
7138,2473
7139,1236
7140,1133
7141,1143
7142,4903
7143,4903
7144,4903
7145,1133
7146,1958
7147,1387
7148,2148
7149,1660
7150,199
7151,1615
7152,Ungroupable
7153,433
7154,3597
7155,620
7156,2430
7157,5515
7158,2148
7159,3333
7160,2148
7161,1659
7162,1387
7163,2482
7164,1818
7165,Ungroupable
7166,719
7167,1271
7168,301
7169,213
7170,1615
7171,3574
7172,168
7173,1615
7174,1615
7175,288
7176,202
7177,2885
7178,1449
7179,199
7180,1645
7181,1234
7182,Ungroupable
7183,Ungroupable
7184,307
7185,307
7186,1340
7187,2206
7188,1819
7189,719
7190,2202
7191,2209
7192,1124
7193,2431
7194,433
7195,1124
7196,6696
7197,1051
7198,3311
7199,7176
7200,5817
7201,719
7202,Ungroupable
7203,Ungroupable
7204,1051
7205,2962
7206,1958
7207,1641
7208,2473
7209,7306
7210,6696
7211,1340
7212,1340
7213,6696
7214,1340
7215,6696
7216,1367
7217,6696
7218,4645
7219,464
7220,896
7221,7220
7222,464
7223,6696
7224,5070
7225,6914
7226,2873
7227,Ungroupable
7228,6945
7229,2209
7230,625
7231,5817
7232,3596
7233,6696
7234,6696
7235,5817
7236,6696
7237,4645
7238,1203
7239,719
7240,719
7241,719
7242,719
7243,719
7244,7240
7245,1658
7246,6696
7247,56
7248,6696
7249,4544
7250,4614
7251,1586
7252,1054
7253,1662
7254,1662
7255,1662
7256,6696
7257,1203
7258,3478
7259,432
7260,1603
7261,1308
7262,1362
7263,463
7264,1271
7265,1586
7266,1271
7267,1362
7268,1308
7269,520
7270,1958
7271,1771
7272,1888
7273,4960
7274,4960
7275,4749
7276,3333
7277,427
7278,3333
7279,1308
7280,3333
7281,436
7282,427
7283,5375
7284,1203
7285,719
7286,436
7287,5375
7288,3333
7289,427
7290,Ungroupable
7291,2482
7292,2482
7293,1340
7294,1340
7295,2482
7296,6924
7297,1096
7298,426
7299,1771
7300,6927
7301,1271
7302,Ungroupable
7303,309
7304,1350
7305,7301
7306,309
7307,1096
7308,433
7309,3099
7310,1097
7311,433
7312,6892
7313,7319
7314,309
7315,6945
7316,426
7317,6696
7318,309
7319,6696
7320,1641
7321,6696
7322,309
7323,7319
7324,6696
7325,719
7326,719
7327,719
7328,1632
7329,6696
7330,6696
7331,3446
7332,3446
7333,6696
7334,3596
7335,7319
7336,7319
7337,7319
7338,1096
7339,436
7340,1096
7341,719
7342,Ungroupable
7343,1223
7344,309
7345,1223
7346,1645
7347,5508
7348,Ungroupable
7349,248
7350,1092
7351,567
7352,1092
7353,559
7354,1771
7355,1645
7356,7301
7357,Ungroupable
7358,7319
7359,56
7360,7317
7361,1660
7362,3574
7363,Ungroupable
7364,845
7365,4757
7366,3456
7367,5208
7368,7367
7369,4825
7370,1367
7371,63
7372,6880
7373,1271
7374,1096
7375,427
7376,7367
7377,714
7378,Ungroupable
7379,1660
7380,719
7381,4728
7382,3574
7383,1660
7384,3574
7385,1345
7386,208
7387,3574
7388,1962
7389,6967
7390,1271
7391,1458
7392,2036
7393,436
7394,719
7395,1271
7396,719
7397,719
7398,7397
7399,1627
7400,436
7401,436
7402,2537
7403,1051
7404,427
7405,1271
7406,427
7407,427
7408,714
7409,2209
7410,6696
7411,7420
7412,5994
7413,426
7414,426
7415,577
7416,2732
7417,5817
7418,1958
7419,5817
7420,1958
7421,7397
7422,1367
7423,1958
7424,1958
7425,1958
7426,1958
7427,3597
7428,1139
7429,719
7430,1271
7431,719
7432,719
7433,1661
7434,719
7435,719
7436,719
7437,719
7438,719
7439,719
7440,719
7441,719
7442,719
7443,714
7444,719
7445,1271
7446,719
7447,719
7448,719
7449,714
7450,1203
7451,1275
7452,426
7453,719
7454,719
7455,714
7456,719
7457,719
7458,719
7459,1271
7460,714
7461,719
7462,4645
7463,1661
7464,1958
7465,719
7466,6961
7467,1271
7468,430
7469,1271
7470,719
7471,436
7472,719
7473,719
7474,1771
7475,719
7476,1271
7477,1051
7478,719
7479,6102
7480,436
7481,6992
7482,1664
7483,845
7484,6904
7485,1664
7486,6839
7487,3333
7488,1627
7489,6904
7490,1641
7491,6904
7492,427
7493,1771
7494,6992
7495,1890
7496,426
7497,4718
7498,426
7499,3938
7500,1308
7501,Ungroupable
7502,430
7503,436
7504,427
7505,719
7506,719
7507,Ungroupable
7508,1203
7509,7499
7510,Ungroupable
7511,6230
7512,Ungroupable
7513,719
7514,6102
7515,1645
7516,1645
7517,1645
7518,719
7519,719
7520,1096
7521,6891
7522,1271
7523,719
7524,5817
7525,6824
7526,1124
7527,1641
7528,1340
7529,1641
7530,Ungroupable
7531,4763
7532,2991
7533,4529
7534,1124
7535,4529
7536,1124
7537,1124
7538,1124
7539,719
7540,1124
7541,1124
7542,2206
7543,1124
7544,6696
7545,1124
7546,1925
7547,6904
7548,1340
7549,6945
7550,559
7551,559
7552,719
7553,6904
7554,1308
7555,3938
7556,426
7557,1662
7558,1308
7559,1308
7560,6342
7561,Ungroupable
7562,233
7563,7301
7564,7176
7565,5793
7566,7567
7567,6696
7568,7317
7569,1143
7570,233
7571,5793
7572,5793
7573,719
7574,7567
7575,5793
7576,1202
7577,7579
7578,1203
7579,1203
7580,1203
7581,719
7582,6155
7583,1659
7584,1659
7585,715
7586,1202
7587,6342
7588,1676
7589,1676
7590,1676
7591,233
7592,714
7593,233
7594,Ungroupable
7595,Ungroupable
7596,1658
7597,1304
7598,7319
7599,7337
7600,1676
7601,1367
7602,427
7603,958
7604,377
7605,377
7606,6824
7607,1676
7608,1054
7609,6824
7610,5585
7611,4757
7612,Ungroupable
7613,268
7614,1054
7615,1623
7616,1623
7617,199
7618,Ungroupable
