ST,NG-STAR_CC
2816,1387
2817,3035
2818,390
2819,2035
2820,42
2821,63
2822,Ungroupable
2823,Ungroupable
2824,231
2825,1124
2826,1401
2827,352
2828,1128
2829,567
2830,63
2831,308
2832,127
2833,439
2834,2028
2835,390
2836,4960
2837,Ungroupable
2838,352
2839,4960
2840,352
2841,390
2842,1958
2843,1340
2844,3111
2845,1958
2846,90
2847,352
2848,567
2849,2146
2850,127
2851,309
2852,124
2853,158
2854,20
2855,63
2856,190
2857,20
2858,63
2859,38
2860,207
2861,2047
2862,63
2863,142
2864,1038
2865,63
2866,124
2867,124
2868,124
2869,47
2870,Ungroupable
2871,426
2872,404
2873,4960
2874,2889
2875,1340
2876,127
2877,520
2878,Ungroupable
2879,53
2880,309
2881,1340
2882,1340
2883,199
2884,168
2885,63
2886,949
2887,4835
2888,Ungroupable
2889,442
2890,38
2891,124
2892,309
2893,Ungroupable
2894,1038
2895,2336
2896,38
2897,1460
2898,1124
2899,168
2900,442
2901,168
2902,168
2903,20
2904,190
2905,20
2906,63
2907,63
2908,168
2909,63
2910,63
2911,845
2912,Ungroupable
2913,301
2914,63
2915,4960
2916,442
2917,442
2918,442
2919,442
2920,442
2921,63
2922,63
2923,442
2924,63
2925,213
2926,63
2927,55
2928,845
2929,1958
2930,63
2931,127
2932,1513
2933,436
2934,168
2935,63
2936,426
2937,539
2938,213
2939,63
2940,845
2941,63
2942,845
2943,442
2944,213
2945,845
2946,63
2947,63
2948,63
2949,63
2950,63
2951,63
2952,63
2953,63
2954,63
2955,63
2956,63
2957,63
2958,63
2959,63
2960,63
2961,63
2962,845
2963,845
2964,264
2965,5513
2966,239
2967,1458
2968,190
2969,426
2970,426
2971,427
2972,2657
2973,442
2974,1958
2975,63
2976,1958
2977,1958
2978,1958
2979,1958
2980,1958
2981,1615
2982,73
2983,470
2984,73
2985,436
2986,436
2987,436
2988,1958
2989,426
2990,426
2991,426
2992,426
2993,426
2994,5513
2995,426
2996,719
2997,427
2998,38
2999,606
3000,63
3001,467
3002,3035
3003,426
3004,1387
3005,1615
3006,124
3007,124
3008,267
3009,127
3010,124
3011,124
3012,124
3013,124
3014,124
3015,1387
3016,1387
3017,1387
3018,1387
3019,1387
3020,124
3021,1615
3022,124
3023,199
3024,124
3025,124
3026,124
3027,3035
3028,3035
3029,395
3030,687
3031,137
3032,3035
3033,1281
3034,1281
3035,442
3036,142
3037,3035
3038,137
3039,3035
3040,3035
3041,3035
3042,390
3043,190
3044,390
3045,1281
3046,5513
3047,190
3048,5513
3049,1958
3050,190
3051,190
3052,395
3053,5513
3054,63
3055,213
3056,845
3057,Ungroupable
3058,3087
3059,190
3060,63
3061,63
3062,38
3063,38
3064,38
3065,1011
3066,38
3067,520
3068,42
3069,432
3070,442
3071,442
3072,520
3073,520
3074,520
3075,520
3076,352
3077,267
3078,5508
3079,442
3080,178
3081,352
3082,38
3083,442
3084,3035
3085,3035
3086,3087
3087,1958
3088,1615
3089,1387
3090,501
3091,501
3092,501
3093,501
3094,309
3095,207
3096,1958
3097,190
3098,1615
3099,309
3100,309
3101,309
3102,4422
3103,309
3104,2351
3105,567
3106,2057
3107,190
3108,390
3109,20
3110,63
3111,190
3112,20
3113,190
3114,1115
3115,1115
3116,1115
3117,1115
3118,190
3119,190
3120,190
3121,190
3122,190
3123,190
3124,190
3125,190
3126,190
3127,190
3128,90
3129,90
3130,1271
3131,190
3132,239
3133,3111
3134,85
3135,85
3136,301
3137,311
3138,142
3139,90
3140,1925
3141,1925
3142,38
3143,1804
3144,426
3145,1938
3146,427
3147,2337
3148,426
3149,1340
3150,1489
3151,158
3152,1387
3153,158
3154,158
3155,158
3156,158
3157,158
3158,158
3159,158
3160,931
3161,158
3162,419
3163,3165
3164,3165
3165,3165
3166,3165
3167,1958
3168,3641
3169,Ungroupable
3170,63
3171,442
3172,63
3173,3035
3174,1115
3175,1115
3176,949
3177,84
3178,1271
3179,1890
3180,4733
3181,Ungroupable
3182,1271
3183,1271
3184,1271
3185,426
3186,1271
3187,Ungroupable
3188,432
3189,63
3190,168
3191,Ungroupable
3192,168
3193,1038
3194,168
3195,1038
3196,801
3197,1387
3198,213
3199,810
3200,240
3201,104
3202,53
3203,Ungroupable
3204,124
3205,Ungroupable
3206,Ungroupable
3207,1236
3208,1236
3209,348
3210,348
3211,348
3212,319
3213,1229
3214,487
3215,20
3216,22
3217,1011
3218,127
3219,90
3220,2687
3221,2288
3222,1687
3223,2351
3224,199
3225,2352
3226,501
3227,1707
3228,2758
3229,1707
3230,124
3231,124
3232,2457
3233,501
3234,124
3235,199
3236,2305
3237,73
3238,127
3239,127
3240,497
3241,38
3242,3789
3243,199
3244,2336
3245,73
3246,260
3247,199
3248,190
3249,1687
3250,199
3251,428
3252,428
3253,199
3254,Ungroupable
3255,73
3256,3292
3257,1707
3258,3348
3259,348
3260,348
3261,Ungroupable
3262,73
3263,73
3264,199
3265,127
3266,199
3267,3336
3268,38
3269,1151
3270,127
3271,1179
3272,1696
3273,1468
3274,426
3275,Ungroupable
3276,428
3277,501
3278,1096
3279,1055
3280,73
3281,428
3282,567
3283,Ungroupable
3284,426
3285,1157
3286,1118
3287,124
3288,896
3289,1118
3290,3292
3291,567
3292,199
3293,199
3294,514
3295,1707
3296,3292
3297,199
3298,90
3299,73
3300,1124
3301,2784
3302,199
3303,348
3304,4197
3305,38
3306,1468
3307,307
3308,4353
3309,38
3310,1340
3311,3111
3312,309
3313,90
3314,38
3315,127
3316,63
3317,2885
3318,1632
3319,352
3320,158
3321,73
3322,5066
3323,719
3324,127
3325,2467
3326,124
3327,520
3328,1422
3329,352
3330,20
3331,158
3332,90
3333,427
3334,127
3335,2467
3336,124
3337,520
3338,1422
3339,352
3340,5584
3341,1074
3342,3348
3343,264
3344,426
3345,Ungroupable
3346,199
3347,352
3348,309
3349,348
3350,63
3351,1707
3352,4713
3353,4713
3354,467
3355,5077
3356,559
3357,311
3358,1096
3359,Ungroupable
3360,Ungroupable
3361,Ungroupable
3362,Ungroupable
3363,1603
3364,42
3365,42
3366,2300
3367,1054
3368,1632
3369,309
3370,567
3371,719
3372,90
3373,3574
3374,3574
3375,309
3376,309
3377,3574
3378,1271
3379,309
3380,1271
3381,1362
3382,3574
3383,3574
3384,567
3385,3377
3386,567
3387,567
3388,426
3389,426
3390,1818
3391,426
3392,433
3393,567
3394,1126
3395,567
3396,426
3397,352
3398,426
3399,567
3400,264
3401,567
3402,124
3403,433
3404,1362
3405,352
3406,309
3407,1271
3408,309
3409,1271
3410,1958
3411,1362
3412,3597
3413,1771
3414,5205
3415,1021
3416,212
3417,3468
3418,162
3419,1818
3420,1818
3421,1818
3422,1387
3423,124
3424,1387
3425,958
3426,958
3427,958
3428,958
3429,Ungroupable
3430,1627
3431,931
3432,42
3433,157
3434,20
3435,1096
3436,2885
3437,352
3438,1962
3439,467
3440,3466
3441,4688
3442,3574
3443,309
3444,248
3445,309
3446,309
3447,309
3448,455
3449,352
3450,3461
3451,352
3452,1271
3453,893
3454,1271
3455,190
3456,1054
3457,309
3458,352
3459,248
3460,442
3461,3574
3462,1958
3463,455
3464,352
3465,1603
3466,352
3467,289
3468,1958
3469,1271
3470,309
3471,240
3472,1771
3473,309
3474,455
3475,1603
3476,4718
3477,309
3478,520
3479,3574
3480,309
3481,352
3482,3457
3483,279
3484,289
3485,309
3486,63
3487,1526
3488,137
3489,352
3490,190
3491,Ungroupable
3492,Ungroupable
3493,2351
3494,1387
3495,719
3496,862
3497,4960
3498,4960
3499,5514
3500,3333
3501,1387
3502,4960
3503,309
3504,1054
3505,1054
3506,439
3507,3574
3508,3574
3509,4725
3510,520
3511,352
3512,1958
3513,1054
3514,309
3515,4960
3516,Ungroupable
3517,1096
3518,289
3519,309
3520,4959
3521,190
3522,1606
3523,199
3524,5879
3525,90
3526,5639
3527,348
3528,124
3529,73
3530,1340
3531,1340
3532,Ungroupable
3533,Ungroupable
3534,4959
3535,Ungroupable
3536,520
3537,348
3538,319
3539,348
3540,127
3541,Ungroupable
3542,319
3543,1340
3544,1340
3545,520
3546,875
3547,2880
3548,419
3549,3420
3550,3390
3551,309
3552,20
3553,20
3554,20
3555,20
3556,20
3557,20
3558,20
3559,20
3560,20
3561,20
3562,442
3563,442
3564,442
3565,442
3566,63
3567,845
3568,845
3569,893
3570,Ungroupable
3571,55
3572,3420
3573,213
3574,3574
3575,63
3576,442
3577,1271
3578,63
3579,301
3580,845
3581,168
3582,63
3583,63
3584,442
3585,467
3586,127
3587,73
3588,896
3589,427
3590,427
3591,426
3592,231
3593,433
3594,Ungroupable
3595,1958
3596,719
3597,1958
3598,4520
3599,719
3600,719
3601,426
3602,436
3603,1869
3604,426
3605,2018
3606,213
3607,213
3608,442
3609,168
3610,442
3611,606
3612,124
3613,1387
3614,124
3615,1387
3616,1387
3617,142
3618,1717
3619,1543
3620,Ungroupable
3621,63
3622,25
3623,1229
3624,348
3625,348
3626,1601
3627,26
3628,426
3629,26
3630,124
3631,442
3632,63
3633,38
3634,38
3635,1975
3636,1387
3637,127
3638,3336
3639,38
3640,949
3641,352
3642,352
3643,4353
3644,38
3645,1362
3646,1603
3647,1959
3648,520
3649,Ungroupable
3650,5508
3651,178
3652,178
3653,124
3654,3087
3655,3087
3656,3087
3657,3087
3658,3087
3659,3087
3660,3087
3661,3087
3662,51
3663,428
3664,875
3665,Ungroupable
3666,4353
3667,309
3668,309
3669,567
3670,567
3671,426
3672,427
3673,433
3674,433
3675,Ungroupable
3676,Ungroupable
3677,Ungroupable
3678,309
3679,3311
3680,1096
3681,719
3682,433
3683,433
3684,2028
3685,190
3686,3111
3687,352
3688,90
3689,168
3690,90
3691,Ungroupable
3692,1641
3693,1340
3694,1340
3695,933
3696,158
3697,158
3698,158
3699,38
3700,248
3701,231
3702,543
3703,1115
3704,124
3705,592
3706,606
3707,426
3708,307
3709,1038
3710,1038
3711,1038
3712,231
3713,17
3714,436
3715,567
3716,2473
3717,260
3718,2035
3719,158
3720,Ungroupable
3721,20
3722,352
3723,309
3724,442
3725,63
3726,90
3727,1387
3728,1340
3729,63
3730,199
3731,168
3732,213
3733,90
3734,3087
3735,213
3736,1615
3737,1958
3738,409
3739,470
3740,470
3741,Ungroupable
3742,73
3743,73
3744,73
3745,73
3746,2480
3747,73
3748,497
3749,199
3750,199
3751,199
3752,124
3753,199
3754,199
3755,199
3756,199
3757,199
3758,127
3759,477
3760,348
3761,199
3762,Ungroupable
3763,348
3764,348
3765,Ungroupable
3766,1464
3767,348
3768,127
3769,2473
3770,1179
3771,2288
3772,3336
3773,1696
3774,1707
3775,1696
3776,1696
3777,1696
3778,2433
3779,1696
3780,1696
3781,5125
3782,2433
3783,2351
3784,199
3785,199
3786,199
3787,127
3788,428
3789,428
3790,2288
3791,428
3792,428
3793,428
3794,90
3795,428
3796,428
3797,428
3798,1102
3799,1102
3800,428
3801,428
3802,2257
3803,501
3804,2778
3805,428
3806,1102
3807,2351
3808,1632
3809,1118
3810,127
3811,1118
3812,1118
3813,1687
3814,3285
3815,1157
3816,38
3817,1118
3818,1157
3819,1157
3820,1157
3821,909
3822,1180
3823,1124
3824,426
3825,514
3826,514
3827,345
3828,199
3829,90
3830,345
3831,345
3832,345
3833,2457
3834,2457
3835,515
3836,958
3837,233
3838,2454
3839,2435
3840,127
3841,1463
3842,1463
3843,2430
3844,199
3845,1707
3846,509
3847,509
3848,514
3849,514
3850,514
3851,199
3852,1142
3853,199
3854,1115
3855,520
3856,1645
3857,Ungroupable
3858,Ungroupable
3859,199
3860,168
3861,168
3862,168
3863,168
3864,73
3865,Ungroupable
3866,1645
3867,199
3868,Ungroupable
3869,127
3870,426
3871,896
3872,1387
3873,1387
3874,213
3875,213
3876,20
3877,684
3878,348
3879,5513
3880,42
3881,1115
3882,4749
3883,90
3884,1818
3885,404
3886,1271
3887,168
3888,1340
3889,3087
3890,501
3891,1460
3892,352
3893,42
3894,1818
3895,3087
3896,1615
3897,1615
3898,1816
3899,1096
3900,127
3901,352
3902,309
3903,199
3904,63
3905,Ungroupable
3906,2148
3907,213
3908,1958
3909,20
3910,442
3911,63
3912,63
3913,63
3914,63
3915,845
3916,63
3917,55
3918,63
3919,442
3920,213
3921,63
3922,63
3923,213
3924,5221
3925,1340
3926,63
3927,63
3928,63
3929,63
3930,63
3931,442
3932,Ungroupable
3933,199
3934,442
3935,267
3936,2586
3937,231
3938,436
3939,896
3940,55
3941,436
3942,436
3943,Ungroupable
3944,436
3945,Ungroupable
3946,427
3947,436
3948,427
3949,1958
3950,1958
3951,1958
3952,1340
3953,436
3954,436
3955,436
3956,427
3957,5513
3958,2657
3959,427
3960,1541
3961,442
3962,426
3963,468
3964,63
3965,845
3966,213
3967,436
3968,436
3969,426
3970,1925
3971,199
3972,124
3973,2549
3974,267
3975,168
3976,199
3977,199
3978,1387
3979,199
3980,124
3981,5513
3982,1387
3983,1387
3984,1387
3985,2148
3986,3024
3987,1387
3988,1387
3989,1387
3990,1387
3991,124
3992,442
3993,3165
3994,63
3995,63
3996,63
3997,3035
3998,3035
3999,190
4000,3035
4001,3035
4002,1281
4003,4002
4004,442
4005,3035
4006,5513
4007,Ungroupable
4008,137
4009,480
4010,392
4011,442
4012,442
4013,Ungroupable
4014,175
4015,63
4016,432
4017,352
4018,178
4019,520
4020,1387
4021,352
4022,2889
4023,3087
4024,309
4025,38
4026,309
4027,309
4028,309
4029,53
4030,53
4031,309
4032,1054
4033,53
4034,190
4035,1115
4036,190
4037,190
4038,3132
4039,190
4040,688
4041,190
4042,3132
4043,1115
4044,239
4045,1225
4046,1124
4047,426
4048,1340
4049,1340
4050,1340
4051,426
4052,158
4053,158
4054,158
4055,3165
4056,3165
4057,3165
4058,238
4059,1665
4060,38
4061,Ungroupable
4062,1115
4063,212
4064,1958
4065,213
4066,4959
4067,Ungroupable
4068,426
4069,436
4070,142
4071,240
4072,1958
4073,175
4074,390
4075,4118
4076,208
4077,73
4078,470
4079,202
4080,73
4081,895
4082,470
4083,73
4084,427
4085,427
4086,517
4087,199
4088,3613
4089,199
4090,199
4091,199
4092,2430
4093,199
4094,127
4095,199
4096,199
4097,199
4098,4095
4099,199
4100,199
4101,Ungroupable
4102,501
4103,428
4104,4103
4105,348
4106,348
4107,1392
4108,348
4109,348
4110,319
4111,319
4112,348
4113,1392
4114,5004
4115,4114
4116,1392
4117,1392
4118,4118
4119,4118
4120,1698
4121,158
4122,1698
4123,1698
4124,1698
4125,1698
4126,1340
4127,4439
4128,2473
4129,2473
4130,2473
4131,2473
4132,2473
4133,2473
4134,2473
4135,2473
4136,2473
4137,2473
4138,2473
4139,2473
4140,3264
4141,26
4142,199
4143,3264
4144,2473
4145,Ungroupable
4146,37
4147,2473
4148,38
4149,4439
4150,497
4151,38
4152,38
4153,38
4154,497
4155,Ungroupable
4156,2437
4157,1179
4158,2288
4159,3336
4160,3336
4161,1717
4162,1179
4163,3336
4164,Ungroupable
4165,Ungroupable
4166,497
4167,497
4168,2457
4169,1696
4170,1696
4171,1696
4172,1696
4173,1696
4174,1696
4175,1696
4176,1696
4177,1696
4178,1705
4179,1707
4180,1707
4181,1696
4182,1696
4183,Ungroupable
4184,Ungroupable
4185,497
4186,452
4187,127
4188,2261
4189,2254
4190,501
4191,501
4192,501
4193,501
4194,501
4195,501
4196,3800
4197,428
4198,Ungroupable
4199,199
4200,428
4201,428
4202,Ungroupable
4203,501
4204,1056
4205,221
4206,1096
4207,428
4208,2454
4209,Ungroupable
4210,428
4211,428
4212,346
4213,428
4214,1178
4215,428
4216,Ungroupable
4217,567
4218,3285
4219,Ungroupable
4220,1118
4221,38
4222,1687
4223,2467
4224,2260
4225,1118
4226,199
4227,1118
4228,1118
4229,1118
4230,1118
4231,1687
4232,199
4233,1687
4234,3129
4235,127
4236,Ungroupable
4237,4230
4238,Ungroupable
4239,4463
4240,1124
4241,1124
4242,1124
4243,1124
4244,Ungroupable
4245,1124
4246,Ungroupable
4247,1124
4248,1124
4249,1124
4250,2477
4251,2359
4252,2336
4253,929
4254,3292
4255,3292
4256,936
4257,514
4258,3293
4259,345
4260,199
4261,345
4262,199
4263,345
4264,345
4265,345
4266,Ungroupable
4267,5585
4268,2467
4269,4995
4270,2288
4271,1717
4272,958
4273,1705
4274,158
4275,158
4276,158
4277,233
4278,199
4279,233
4280,233
4281,1143
4282,1030
4283,497
4284,1102
4285,127
4286,1463
4287,1463
4288,2362
4289,2362
4290,90
4291,2362
4292,221
4293,1141
4294,2473
4295,199
4296,199
4297,1709
4298,2477
4299,Ungroupable
4300,Ungroupable
4301,4114
4302,497
4303,1707
4304,Ungroupable
4305,4439
4306,348
4307,2812
4308,2477
4309,1615
4310,213
4311,248
4312,439
4313,190
4314,213
4315,212
4316,1460
4317,1818
4318,1818
4319,1038
4320,1771
4321,463
4322,1771
4323,5508
4324,1818
4325,1387
4326,3445
4327,124
4328,213
4329,38
4330,90
4331,Ungroupable
4332,307
4333,4343
4334,268
4335,426
4336,307
4337,928
4338,Ungroupable
4339,158
4340,55
4341,352
4342,309
4343,801
4344,442
4345,442
4346,2041
4347,870
4348,2028
4349,311
4350,63
4351,2148
4352,4353
4353,1603
4354,38
4355,124
4356,1096
4357,1818
4358,137
4359,5260
4360,1387
4361,292
4362,124
4363,439
4364,90
4365,311
4366,Ungroupable
4367,Ungroupable
4368,352
4369,158
4370,158
4371,1603
4372,5260
4373,426
4374,1238
4375,352
4376,90
4377,90
4378,4343
4379,309
4380,231
4381,309
4382,3401
4383,3373
4384,2076
4385,63
4386,384
4387,Ungroupable
4388,1958
4389,419
4390,309
4391,309
4392,124
4393,1387
4394,178
4395,309
4396,3099
4397,158
4398,309
4399,309
4400,2028
4401,Ungroupable
4402,124
4403,309
4404,231
4405,1096
4406,309
4407,1387
4408,309
4409,419
4410,231
4411,307
4412,2028
4413,309
4414,309
4415,1958
4416,63
4417,1387
4418,90
4419,2041
4420,889
4421,309
4422,309
4423,1096
4424,301
4425,42
4426,124
4427,2538
4428,4392
4429,426
4430,433
4431,352
4432,309
4433,4450
4434,875
4435,231
4436,1696
4437,199
4438,348
4439,2473
4440,1216
4441,497
4442,199
4443,1111
4444,199
4445,1118
4446,1687
4447,1124
4448,477
4449,301
4450,2092
4451,455
4452,309
4453,274
4454,213
4455,213
4456,211
4457,1818
4458,1818
4459,213
4460,168
4461,1818
4462,63
4463,5221
4464,73
4465,5793
4466,127
4467,1229
4468,127
4469,15
4470,Ungroupable
4471,90
4472,90
4473,22
4474,348
4475,4479
4476,22
4477,348
4478,15
4479,1115
4480,90
4481,22
4482,426
4483,124
4484,1615
4485,1615
4486,442
4487,2028
4488,1061
4489,212
4490,63
4491,1487
4492,4492
4493,4492
4494,4492
4495,4492
4496,5221
4497,334
4498,3867
4499,37
4500,2477
4501,2473
4502,4903
4503,4504
4504,233
4505,2473
4506,4504
4507,1133
4508,199
4509,1707
4510,348
4511,845
4512,427
4513,352
4514,426
4515,Ungroupable
4516,168
4517,427
4518,520
4519,1560
4520,606
4521,3087
4522,168
4523,309
4524,1615
4525,1340
4526,1493
4527,199
4528,436
4529,426
4530,1367
4531,745
4532,1061
4533,1387
4534,3099
4535,2072
4536,1340
4537,1387
4538,63
4539,1387
4540,3087
4541,38
4542,719
4543,1615
4544,1340
4545,1387
4546,3099
4547,20
4548,3938
4549,38
4550,309
4551,426
4552,3087
4553,1615
4554,20
4555,63
4556,63
4557,1340
4558,1869
4559,442
4560,63
4561,1387
4562,1615
4563,606
4564,178
4565,1124
4566,73
4567,606
4568,3420
4569,1387
4570,2028
4571,1096
4572,3311
4573,20
4574,1225
4575,801
4576,1387
4577,352
4578,20
4579,845
4580,151
4581,1615
4582,1670
4583,384
4584,1717
4585,168
4586,352
4587,520
4588,1367
4589,567
4590,3087
4591,442
4592,2473
4593,3087
4594,436
4595,168
4596,1387
4597,845
4598,606
4599,348
4600,63
4601,1340
4602,25
4603,73
4604,63
4605,442
4606,168
4607,268
4608,1124
4609,1340
4610,311
4611,63
4612,1615
4613,Ungroupable
4614,1271
4615,158
4616,1011
4617,63
4618,213
4619,3087
4620,267
4621,1124
4622,2538
4623,442
4624,1615
4625,1031
4626,467
4627,1061
4628,1818
4629,Ungroupable
4630,426
4631,1194
4632,1665
4633,309
4634,732
4635,949
4636,426
4637,1051
4638,1271
4639,896
4640,426
4641,217
4642,732
4643,567
4644,1764
4645,426
4646,158
4647,442
4648,199
4649,1696
4650,1061
4651,Ungroupable
4652,90
4653,1061
4654,1061
4655,1061
4656,168
4657,42
4658,42
4659,1061
4660,1061
4661,90
4662,42
4663,442
4664,2053
4665,90
4666,1061
4667,442
4668,352
4669,427
4670,1603
4671,1271
4672,3574
4673,1362
4674,1054
4675,3178
4676,1054
4677,567
4678,1603
4679,1603
4680,4749
4681,1586
4682,896
4683,1603
4684,4825
4685,352
4686,3574
4687,1627
4688,2211
4689,4679
4690,1054
4691,4749
4692,1603
4693,1054
4694,3380
4695,893
4696,1362
4697,1126
4698,1890
4699,1362
4700,1890
4701,1126
4702,1115
4703,352
4704,893
4705,4749
4706,1603
4707,4713
4708,1362
4709,1890
4710,3472
4711,Ungroupable
4712,606
4713,4713
4714,1054
4715,1271
4716,958
4717,352
4718,1054
4719,193
4720,311
4721,1271
4722,1603
4723,1271
4724,1271
4725,4725
4726,1054
4727,309
4728,4728
4729,248
4730,1362
4731,1126
4732,1271
4733,1603
4734,1054
4735,5508
4736,1603
4737,1271
4738,426
4739,4825
4740,1362
4741,426
4742,1362
4743,1362
4744,4718
4745,1362
4746,958
4747,1890
4748,1603
4749,4749
4750,3574
4751,Ungroupable
4752,3567
4753,1627
4754,3574
4755,1271
4756,1603
4757,4757
4758,1771
4759,3574
4760,3456
4761,1054
4762,1054
4763,1271
4764,1665
4765,1271
4766,3574
4767,1890
4768,1054
4769,4749
4770,1271
4771,1362
4772,1771
4773,1271
4774,3477
4775,1054
4776,1603
4777,309
4778,1603
4779,1054
4780,1362
4781,1603
4782,1271
4783,4773
4784,1271
4785,430
4786,1054
4787,1603
4788,1271
4789,1132
4790,1603
4791,1362
4792,1603
4793,1271
4794,1583
4795,1271
4796,1670
4797,3456
4798,4749
4799,4758
4800,1271
4801,1271
4802,559
4803,1362
4804,1362
4805,1271
4806,4758
4807,1362
4808,3456
4809,3456
4810,4825
4811,1054
4812,4749
4813,Ungroupable
4814,1271
4815,1362
4816,1054
4817,1054
4818,3456
4819,442
4820,1061
4821,42
4822,1340
4823,1615
4824,4713
4825,1271
4826,1054
4827,4725
4828,1054
4829,1271
4830,4718
4831,4758
4832,1215
4833,433
4834,352
4835,4763
4836,1898
4837,199
4838,1615
4839,1061
4840,1818
4841,348
4842,1124
4843,1615
4844,1818
4845,1124
4846,Ungroupable
4847,1615
4848,Ungroupable
4849,1460
4850,1387
4851,199
4852,199
4853,199
4854,199
4855,199
4856,199
4857,124
4858,199
4859,1885
4860,1054
4861,1054
4862,199
4863,90
4864,567
4865,90
4866,3574
4867,1203
4868,1203
4869,2147
4870,1340
4871,309
4872,2431
4873,2880
4874,2880
4875,1340
4876,426
4877,567
4878,199
4879,127
4880,845
4881,1271
4882,2848
4883,426
4884,4353
4885,90
4886,Ungroupable
4887,Ungroupable
4888,Ungroupable
4889,2880
4890,427
4891,124
4892,1340
4893,233
4894,5221
4895,1096
4896,1816
4897,212
4898,124
4899,127
4900,426
4901,Ungroupable
4902,90
4903,2473
4904,2473
4905,2473
4906,233
4907,1869
4908,1031
4909,559
4910,348
4911,178
4912,428
4913,1124
4914,199
4915,199
4916,4919
4917,4919
4918,4919
4919,4919
4920,845
4921,3117
4922,1958
4923,442
4924,1958
4925,2657
4926,1958
4927,1958
4928,1958
4929,2657
4930,3117
4931,1603
4932,1615
4933,213
4934,1387
4935,3117
4936,1958
4937,2657
4938,17
4939,4936
4940,4960
4941,1115
4942,2657
4943,137
4944,390
4945,390
4946,343
4947,190
4948,17
4949,Ungroupable
4950,17
4951,1115
4952,1115
4953,1115
4954,1958
4955,1115
4956,4963
4957,4960
4958,1458
4959,190
4960,17
4961,1958
4962,442
4963,1115
4964,867
4965,2657
4966,17
4967,17
4968,288
4969,4967
4970,17
4971,1958
4972,17
4973,845
4974,Ungroupable
4975,1615
4976,1387
4977,2885
4978,1340
4979,3333
4980,1124
4981,352
4982,Ungroupable
4983,2072
4984,199
4985,343
4986,1818
4987,1128
4988,409
4989,2499
4990,73
4991,73
4992,1869
4993,199
4994,199
4995,127
4996,199
4997,199
4998,199
4999,199
5000,Ungroupable
5001,501
5002,2479
5003,348
5004,199
5005,1392
5006,5004
5007,199
5008,199
5009,348
5010,1698
5011,1698
5012,1698
5013,158
5014,2382
5015,1464
5016,199
5017,2473
5018,2473
5019,2473
5020,2473
5021,2473
5022,2473
5023,2473
5024,2473
5025,2473
5026,2473
5027,501
5028,37
5029,90
5030,199
5031,Ungroupable
5032,2288
5033,37
5034,38
5035,2473
5036,497
5037,1011
5038,1696
5039,1696
5040,1696
5041,1696
5042,1696
5043,1696
5044,1696
5045,1696
5046,38
5047,90
5048,428
5049,428
5050,346
5051,428
5052,428
5053,51
5054,501
5055,501
5056,501
5057,501
5058,2778
5059,2465
5060,199
5061,1118
5062,90
5063,Ungroupable
5064,4463
5065,1124
5066,1124
5067,1124
5068,4529
5069,1124
5070,2477
5071,1124
5072,1124
5073,1124
5074,1124
5075,199
5076,3293
5077,2336
5078,199
5079,199
5080,199
5081,958
5082,345
5083,127
5084,2288
5085,124
5086,1717
5087,124
5088,233
5089,1031
5090,127
5091,127
5092,90
5093,90
5094,199
5095,2473
5096,1124
5097,488
5098,5004
5099,1707
5100,477
5101,73
5102,2473
5103,127
5104,1124
5106,3420
5107,1387
5108,442
5109,213
5110,719
5112,2538
5113,949
5114,577
5115,4520
5116,409
5117,127
5118,3420
5119,127
5120,345
5121,1696
5122,124
5123,199
5124,199
5125,1696
5126,1118
5127,199
5128,2288
5129,38
5130,428
5131,199
5132,1157
5133,2454
5134,345
5135,345
5136,470
5137,199
5138,2454
5139,199
5140,1118
5141,2480
5142,1707
5143,517
5144,73
5145,348
5146,90
5147,428
5148,2467
5149,90
5150,2457
5151,90
5152,199
5153,2473
5154,199
5155,1464
5156,2473
5157,90
5158,2448
5159,1124
5160,2467
5161,1124
5162,199
5163,1707
5164,199
5165,3977
5166,90
5167,2454
5168,348
5169,1011
5170,514
5171,514
5172,509
5173,199
5174,Ungroupable
5175,348
5176,2359
5177,213
5178,213
5179,4848
5180,4848
5181,213
5182,63
5183,442
5184,1615
5185,124
5186,2359
5187,1340
5188,442
5189,2359
5190,1124
5191,1362
5192,2035
5193,42
5194,1054
5195,5195
5196,1958
5197,567
5198,5508
5199,Ungroupable
5200,42
5201,5208
5202,4012
5203,1632
5204,352
5205,309
5206,958
5207,5195
5208,5208
5209,309
5210,455
5211,1627
5212,427
5213,1771
5214,2889
5215,1636
5216,5508
5217,5508
5218,63
5219,3420
5220,309
5221,436
5222,301
5223,1096
5224,1096
5225,178
5226,1021
5227,3311
5228,433
5229,1586
5230,309
5231,178
5232,53
5233,309
5234,178
5235,3589
5236,352
5237,4353
5238,1271
5239,567
5240,2072
5241,4492
5242,Ungroupable
5243,233
5244,1771
5245,1958
5246,1771
5247,5077
5248,501
5249,1958
5250,426
5251,1054
5252,442
5253,362
5254,467
5255,468
5256,436
5257,3477
5258,1340
5259,433
5260,4422
5261,960
5262,5262
5263,470
5264,2148
5265,213
5266,3087
5267,442
5268,1958
5269,199
5270,845
5271,20
5272,520
5273,1615
5274,213
5275,73
5276,Ungroupable
5277,1038
5278,84
5279,Ungroupable
5280,20
5281,Ungroupable
5282,Ungroupable
5283,158
5284,1615
5285,1124
5286,124
5287,467
5288,845
5289,1493
5290,427
5291,1340
5292,168
5293,168
5294,2655
